planName,skillLevel,goal,equipment,durationMinutes,focus,exercises
Intermediate Power Plan #536,Intermediate,Power,Gym,15,Power,Leg Swings;Jumping Jacks;Dumbbell Snatches;Clapping Push-ups;Jumping Burpees;Plyometric Lunges
Pro Power Plan #537,Pro,Power,Gym,15,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Power Plan #538,Intermediate,Power,Gym,30,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Intermediate Fat Loss Plan #539,Intermediate,Fat Loss,Gym,20,Fat Loss,High Knees;Sprint Intervals;Burpees;Jump Rope Intervals;Jumping Jacks
Pro Power Plan #540,Pro,Power,Kettlebell,20,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Stamina Plan #541,Intermediate,Stamina,Kettlebell,40,Stamina,EMOM Workouts;Assault Bike;Arm Circles;Tabata Intervals;AMRAP Workouts
Pro Stamina Plan #542,Pro,Stamina,None,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Pro Stamina Plan #543,Pro,Stamina,Gym,35,Stamina,Shuttle Runs;Full Body Circuit;Stair Running;CrossFit WOD;Assault Bike
Pro Stamina Plan #544,Pro,Stamina,None,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Pro Power Plan #545,Pro,Power,None,15,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Stamina Plan #546,Intermediate,Stamina,Gym,40,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Pro Endurance Plan #547,Pro,Endurance,None,25,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Intermediate Stamina Plan #548,Intermediate,Stamina,Kettlebell,15,Stamina,Assault Bike;EMOM Workouts;Arm Circles;Tabata Intervals;Fartlek Training;Shuttle Runs
Intermediate Endurance Plan #549,Intermediate,Endurance,Gym,30,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Pro Power Plan #550,Pro,Power,Kettlebell,35,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Pro Power Plan #551,Pro,Power,Kettlebell,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Pro Fat Loss Plan #552,Pro,Fat Loss,Gym,25,Fat Loss,Rowing Sprints;High Knees;Sprint Burpees;Kettlebell Swings;Intense Battle Ropes
Intermediate Fat Loss Plan #553,Intermediate,Fat Loss,Gym,20,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Beginner Endurance Plan #554,Beginner,Endurance,Gym,30,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Intermediate Stamina Plan #555,Intermediate,Stamina,Kettlebell,40,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Intermediate Fat Loss Plan #556,Intermediate,Fat Loss,None,30,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Pro Stamina Plan #557,Pro,Stamina,Kettlebell,25,Stamina,CrossFit WOD;Assault Bike;Stair Running;AMRAP Workouts;Fartlek Training;Circuit Training
Intermediate Endurance Plan #558,Intermediate,Endurance,Gym,35,Endurance,Cycling Sprints;Cycling;Steady State Running;Leg Swings;Rowing Machine;Jogging
Beginner Endurance Plan #559,Beginner,Endurance,Gym,40,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Pro Fat Loss Plan #560,Pro,Fat Loss,Kettlebell,20,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Beginner Endurance Plan #561,Beginner,Endurance,None,15,Endurance,Rowing Intervals;Jump Rope;Arm Circles;Walking;Rowing Machine
Beginner Fat Loss Plan #562,Beginner,Fat Loss,Kettlebell,40,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Pro Fat Loss Plan #563,Pro,Fat Loss,Gym,25,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Beginner Power Plan #564,Beginner,Power,Gym,15,Power,Plyometric Lunges;Explosive Lunges;Arm Circles;Power Cleans
Intermediate Power Plan #565,Intermediate,Power,None,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Intermediate Power Plan #566,Intermediate,Power,None,20,Power,Box Jumps;Explosive Lunges;Single Leg Hops;Medicine Ball Slams;Kettlebell Swings;Dumbbell Snatches
Beginner Power Plan #567,Beginner,Power,Kettlebell,20,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Beginner Fat Loss Plan #568,Beginner,Fat Loss,None,40,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Pro Power Plan #569,Pro,Power,None,25,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Stamina Plan #570,Intermediate,Stamina,Gym,40,Stamina,Stair Running;Fartlek Training;Interval Running;Arm Circles;Cycling Intervals;Rowing Intervals
Beginner Endurance Plan #571,Beginner,Endurance,None,40,Endurance,Swimming;Elliptical Trainer;Pool Swimming;Brisk Walking
Pro Stamina Plan #572,Pro,Stamina,Gym,35,Stamina,CrossFit WOD;AMRAP Workouts;Rowing Intervals;Full Body Circuit;Stair Running
Beginner Fat Loss Plan #573,Beginner,Fat Loss,Gym,25,Fat Loss,Kettlebell Swings;Jumping Jacks;High Knees;Assault Bike Sprints;Mountain Climbers
Beginner Stamina Plan #574,Beginner,Stamina,None,30,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Intermediate Endurance Plan #575,Intermediate,Endurance,None,25,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Pro Stamina Plan #576,Pro,Stamina,Kettlebell,25,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Intermediate Stamina Plan #577,Intermediate,Stamina,Gym,20,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Beginner Endurance Plan #578,Beginner,Endurance,Kettlebell,25,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Intermediate Power Plan #579,Intermediate,Power,Gym,35,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Intermediate Fat Loss Plan #580,Intermediate,Fat Loss,Gym,20,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Beginner Fat Loss Plan #581,Beginner,Fat Loss,Kettlebell,35,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Pro Endurance Plan #582,Pro,Endurance,Gym,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Pro Power Plan #583,Pro,Power,None,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Beginner Stamina Plan #584,Beginner,Stamina,Kettlebell,40,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Pro Endurance Plan #585,Pro,Endurance,None,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Beginner Power Plan #586,Beginner,Power,None,30,Power,Arm Circles;Box Jumps;Jump Squats;Burpees
Pro Power Plan #587,Pro,Power,Gym,20,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Endurance Plan #588,Intermediate,Endurance,Kettlebell,15,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Pro Fat Loss Plan #589,Pro,Fat Loss,Gym,30,Fat Loss,Jumping Jacks;Leg Swings;Weighted Burpees;Assault Bike Sprints;Mountain Climbers;HIIT Sprints
Pro Endurance Plan #590,Pro,Endurance,Kettlebell,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Pro Stamina Plan #591,Pro,Stamina,Gym,35,Stamina,CrossFit WOD;Swimming Intervals;Cycling Intervals;Full Body Circuit;Rowing Intervals
Beginner Endurance Plan #592,Beginner,Endurance,None,40,Endurance,Jumping Jacks;Cycling;Arm Circles;Outdoor Running
Beginner Fat Loss Plan #593,Beginner,Fat Loss,Gym,30,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Beginner Stamina Plan #594,Beginner,Stamina,Kettlebell,40,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Pro Power Plan #595,Pro,Power,None,40,Power,Burpees;Plyometric Push-ups;Clapping Push-ups;Broad Jumps;Plyometric Lunges
Intermediate Power Plan #596,Intermediate,Power,Kettlebell,20,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Pro Power Plan #597,Pro,Power,Kettlebell,20,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Pro Fat Loss Plan #598,Pro,Fat Loss,Gym,25,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Beginner Stamina Plan #599,Beginner,Stamina,Gym,35,Stamina,Assault Bike;Full Body Circuit;Interval Running;Shuttle Runs;Tabata Intervals
Beginner Stamina Plan #600,Beginner,Stamina,Kettlebell,15,Stamina,HIIT Circuit;Swimming Intervals;Jumping Jacks;Circuit Training
Intermediate Fat Loss Plan #601,Intermediate,Fat Loss,Gym,40,Fat Loss,Weighted Burpees;High Knees;Battle Ropes;Jumping Jacks;Leg Swings;Mountain Climbers
Beginner Stamina Plan #602,Beginner,Stamina,None,30,Stamina,HIIT Circuit;AMRAP Workouts;Leg Swings;Jumping Jacks;Full Body Circuit
Pro Endurance Plan #603,Pro,Endurance,Kettlebell,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Beginner Power Plan #604,Beginner,Power,None,20,Power,Plyometric Lunges;Leg Swings;Arm Circles;Wall Ball Throws
Beginner Power Plan #605,Beginner,Power,Kettlebell,20,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Pro Power Plan #606,Pro,Power,None,35,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Power Plan #607,Intermediate,Power,Kettlebell,35,Power,Tuck Jumps;Clapping Push-ups;Medicine Ball Slams;Dumbbell Snatches;Thruster Jumps;Plyometric Push-ups
Intermediate Power Plan #608,Intermediate,Power,Kettlebell,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Intermediate Power Plan #609,Intermediate,Power,Gym,35,Power,Thruster Jumps;Dumbbell Snatches;Clapping Push-ups;Burpees;Arm Circles;Box Jumps
Pro Endurance Plan #610,Pro,Endurance,None,20,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Pro Stamina Plan #611,Pro,Stamina,None,25,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Pro Endurance Plan #612,Pro,Endurance,Kettlebell,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Intermediate Power Plan #613,Intermediate,Power,None,40,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Beginner Endurance Plan #614,Beginner,Endurance,None,30,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Pro Endurance Plan #615,Pro,Endurance,Kettlebell,30,Endurance,Elliptical Trainer;Stair Climber;Bike Riding;Long Distance Running;Rowing Machine
Pro Endurance Plan #616,Pro,Endurance,Kettlebell,40,Endurance,Jogging;Swimming Laps;Rowing Machine;Long Distance Running;Pool Swimming;Jumping Jacks
Beginner Stamina Plan #617,Beginner,Stamina,None,40,Stamina,EMOM Workouts;Tabata Intervals;Fartlek Training;CrossFit WOD;Arm Circles
Pro Power Plan #618,Pro,Power,Gym,15,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Endurance Plan #619,Intermediate,Endurance,Gym,40,Endurance,Cross Trainer;Rowing Intervals;Steady State Running;Brisk Walking;Outdoor Running
Beginner Endurance Plan #620,Beginner,Endurance,Gym,30,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Intermediate Power Plan #621,Intermediate,Power,Gym,20,Power,Plyometric Push-ups;Jump Squats;Tuck Jumps;Jumping Jacks;Plyometric Lunges;Burpees
Pro Stamina Plan #622,Pro,Stamina,Gym,25,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Beginner Endurance Plan #623,Beginner,Endurance,None,35,Endurance,Brisk Walking;Neck Rolls;Outdoor Running;Swimming Laps
Pro Power Plan #624,Pro,Power,Gym,20,Power,Wall Ball Throws;Explosive Lunges;Jump Squats;Plyometric Push-ups;Plyometric Lunges
Pro Stamina Plan #625,Pro,Stamina,None,40,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Pro Fat Loss Plan #626,Pro,Fat Loss,Kettlebell,20,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Beginner Fat Loss Plan #627,Beginner,Fat Loss,Gym,40,Fat Loss,Battle Ropes;Jumping Jacks;High Knees;Leg Swings;Jumping Jacks
Pro Fat Loss Plan #628,Pro,Fat Loss,None,40,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Pro Power Plan #629,Pro,Power,Kettlebell,20,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Intermediate Endurance Plan #630,Intermediate,Endurance,Gym,20,Endurance,Pool Swimming;Leg Swings;Jumping Jacks;Walking;Cross Trainer
Beginner Fat Loss Plan #631,Beginner,Fat Loss,Gym,40,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Beginner Fat Loss Plan #632,Beginner,Fat Loss,Gym,40,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Beginner Endurance Plan #633,Beginner,Endurance,Kettlebell,35,Endurance,Rowing Intervals;Swimming Laps;Neck Rolls;Long Distance Running;Elliptical Trainer
Pro Endurance Plan #634,Pro,Endurance,None,35,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Beginner Power Plan #635,Beginner,Power,Kettlebell,25,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Beginner Endurance Plan #636,Beginner,Endurance,Kettlebell,30,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Intermediate Stamina Plan #637,Intermediate,Stamina,None,30,Stamina,Shuttle Runs;Interval Running;Arm Circles;Full Body Circuit;Fartlek Training
Intermediate Endurance Plan #638,Intermediate,Endurance,None,20,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Intermediate Endurance Plan #639,Intermediate,Endurance,Kettlebell,15,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Intermediate Fat Loss Plan #640,Intermediate,Fat Loss,Kettlebell,30,Fat Loss,Assault Bike Sprints;Burpees;Power Snatches;Leg Swings;Jumping Jacks;Arm Circles
Beginner Power Plan #641,Beginner,Power,Kettlebell,35,Power,Power Cleans;Jumping Burpees;Arm Circles;Jumping Jacks
Intermediate Fat Loss Plan #642,Intermediate,Fat Loss,None,30,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Intermediate Fat Loss Plan #643,Intermediate,Fat Loss,None,15,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Pro Stamina Plan #644,Pro,Stamina,None,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Beginner Endurance Plan #645,Beginner,Endurance,None,15,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Pro Stamina Plan #646,Pro,Stamina,Gym,30,Stamina,CrossFit WOD;Cycling Intervals;Circuit Training;Stair Running;Tabata Intervals;Full Body Circuit
Beginner Power Plan #647,Beginner,Power,Gym,20,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Beginner Stamina Plan #648,Beginner,Stamina,Gym,25,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Beginner Stamina Plan #649,Beginner,Stamina,Gym,15,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Pro Endurance Plan #650,Pro,Endurance,Kettlebell,20,Endurance,Walking;Leg Swings;Long Distance Running;Jump Rope;Pool Swimming
Pro Endurance Plan #651,Pro,Endurance,Kettlebell,30,Endurance,Stair Climber;Rowing Intervals;Neck Rolls;Jumping Jacks;Walking
Pro Endurance Plan #652,Pro,Endurance,Kettlebell,15,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Pro Endurance Plan #653,Pro,Endurance,Gym,30,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Pro Endurance Plan #654,Pro,Endurance,None,40,Endurance,Intense Swimming Intervals;Long Distance Running;Cycling Sprints;Rowing Intervals;Cross Trainer
Pro Stamina Plan #655,Pro,Stamina,Gym,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Beginner Power Plan #656,Beginner,Power,None,15,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Beginner Stamina Plan #657,Beginner,Stamina,Gym,25,Stamina,CrossFit WOD;Swimming Intervals;Jumping Jacks;Shuttle Runs
Beginner Stamina Plan #658,Beginner,Stamina,Kettlebell,35,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Pro Stamina Plan #659,Pro,Stamina,Gym,15,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Pro Stamina Plan #660,Pro,Stamina,Kettlebell,15,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Intermediate Stamina Plan #661,Intermediate,Stamina,Kettlebell,30,Stamina,Jumping Jacks;Tabata Intervals;Leg Swings;Rowing Intervals;Arm Circles;Circuit Training
Intermediate Stamina Plan #662,Intermediate,Stamina,Kettlebell,30,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Pro Power Plan #663,Pro,Power,Kettlebell,40,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Pro Stamina Plan #664,Pro,Stamina,Kettlebell,15,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Intermediate Stamina Plan #665,Intermediate,Stamina,None,25,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Beginner Stamina Plan #666,Beginner,Stamina,None,15,Stamina,Circuit Training;HIIT Circuit;AMRAP Workouts;Assault Bike;Arm Circles
Beginner Stamina Plan #667,Beginner,Stamina,None,20,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Beginner Fat Loss Plan #668,Beginner,Fat Loss,Gym,20,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Beginner Endurance Plan #669,Beginner,Endurance,Kettlebell,20,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Beginner Fat Loss Plan #670,Beginner,Fat Loss,Kettlebell,20,Fat Loss,High Knees;Arm Circles;Sprint Burpees;HIIT Sprints
Pro Stamina Plan #671,Pro,Stamina,Kettlebell,15,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Beginner Fat Loss Plan #672,Beginner,Fat Loss,None,40,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Beginner Endurance Plan #673,Beginner,Endurance,Gym,15,Endurance,Cycling Sprints;Jogging;Cross Trainer;Cycling;Pool Swimming
Pro Power Plan #674,Pro,Power,Gym,25,Power,Jumping Jacks;Thruster Jumps;Single Leg Hops;Plyometric Push-ups;Clapping Push-ups
Pro Fat Loss Plan #675,Pro,Fat Loss,None,25,Fat Loss,Arm Circles;Power Snatches;Jumping Jacks;Sprint Intervals;High Knees
Intermediate Stamina Plan #676,Intermediate,Stamina,Kettlebell,15,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Intermediate Power Plan #677,Intermediate,Power,Kettlebell,40,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Pro Endurance Plan #678,Pro,Endurance,Kettlebell,20,Endurance,Long Distance Running;Pool Swimming;Rowing Intervals;Swimming;Treadmill Running
Intermediate Power Plan #679,Intermediate,Power,Kettlebell,15,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Beginner Endurance Plan #680,Beginner,Endurance,Kettlebell,25,Endurance,Cycling;Swimming Laps;Neck Rolls;Pool Swimming
Beginner Stamina Plan #681,Beginner,Stamina,None,40,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Beginner Stamina Plan #682,Beginner,Stamina,None,15,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Beginner Endurance Plan #683,Beginner,Endurance,None,30,Endurance,Treadmill Running;Cycling Sprints;Arm Circles;Brisk Walking;Walking
Intermediate Fat Loss Plan #684,Intermediate,Fat Loss,Gym,25,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Pro Stamina Plan #685,Pro,Stamina,Kettlebell,30,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Beginner Stamina Plan #686,Beginner,Stamina,None,30,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Pro Endurance Plan #687,Pro,Endurance,Gym,30,Endurance,Leg Swings;Cycling;Neck Rolls;Swimming;Jogging
Pro Power Plan #688,Pro,Power,Kettlebell,15,Power,Advanced Box Jumps;Heavy Kettlebell Swings;Plyometric Push-ups;Power Cleans;Wall Ball Throws
Pro Fat Loss Plan #689,Pro,Fat Loss,Kettlebell,35,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Beginner Power Plan #690,Beginner,Power,None,35,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Intermediate Endurance Plan #691,Intermediate,Endurance,None,40,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Intermediate Stamina Plan #692,Intermediate,Stamina,Gym,20,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Beginner Fat Loss Plan #693,Beginner,Fat Loss,None,30,Fat Loss,High Knees;Mountain Climbers;Jumping Jacks;HIIT Sprints;Burpees
Intermediate Stamina Plan #694,Intermediate,Stamina,Kettlebell,35,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Intermediate Power Plan #695,Intermediate,Power,None,20,Power,Box Jumps;Kettlebell Swings;Medicine Ball Slams;Plyometric Push-ups;Thruster Jumps
Beginner Fat Loss Plan #696,Beginner,Fat Loss,None,25,Fat Loss,Mountain Climbers;Leg Swings;Assault Bike Sprints;Jumping Jacks;High Knees
Intermediate Endurance Plan #697,Intermediate,Endurance,Kettlebell,35,Endurance,Outdoor Running;Pool Swimming;Stair Climber;Leg Swings;Jump Rope
Beginner Endurance Plan #698,Beginner,Endurance,Gym,20,Endurance,Jumping Jacks;Jogging;Rowing Machine;Cycling;Walking
Beginner Power Plan #699,Beginner,Power,Kettlebell,20,Power,Jumping Jacks;Explosive Lunges;Tuck Jumps;Dumbbell Snatches
Intermediate Endurance Plan #700,Intermediate,Endurance,Gym,35,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Pro Stamina Plan #701,Pro,Stamina,Gym,40,Stamina,Full Body Circuit Training;Advanced Stair Climber;Heavy Rope Jumps;EMOM Workouts;AMRAP Workouts
Intermediate Endurance Plan #702,Intermediate,Endurance,None,15,Endurance,Pool Swimming;Rowing Machine;Cycling;Cross Trainer;Elliptical Trainer
Beginner Endurance Plan #703,Beginner,Endurance,None,20,Endurance,Rowing Intervals;Pool Swimming;Neck Rolls;Arm Circles;Cross Trainer
Intermediate Endurance Plan #704,Intermediate,Endurance,None,25,Endurance,Interval Running;Cycling;Swimming;Rowing Machine;Elliptical Trainer
Beginner Power Plan #705,Beginner,Power,Kettlebell,20,Power,Broad Jumps;Plyometric Push-ups;Jumping Burpees;Jumping Jacks;Clapping Push-ups
Intermediate Stamina Plan #706,Intermediate,Stamina,None,30,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Intermediate Stamina Plan #707,Intermediate,Stamina,Gym,25,Stamina,Assault Bike;Circuit Training;Rowing Machine;Tabata Intervals;CrossFit WOD
Intermediate Fat Loss Plan #708,Intermediate,Fat Loss,Gym,30,Fat Loss,HIIT Sprints;Battle Ropes;Burpees;Assault Bike Sprints;Jump Rope Intervals
Pro Power Plan #709,Pro,Power,None,30,Power,Kettlebell Swings;Burpees;Jump Squats;Jumping Burpees;Plyometric Push-ups;Tuck Jumps
Intermediate Endurance Plan #710,Intermediate,Endurance,Gym,20,Endurance,Rowing Intervals;Long Distance Running;Neck Rolls;Stair Climber;Leg Swings
Intermediate Endurance Plan #711,Intermediate,Endurance,Kettlebell,25,Endurance,Elliptical Trainer;Treadmill Running;Torso Twists;Cycling Sprints;Swimming Laps;Long Distance Running
Beginner Power Plan #712,Beginner,Power,Gym,20,Power,Burpees;Tuck Jumps;Bodyweight Squats;Jump Squats;Explosive Lunges
Pro Fat Loss Plan #713,Pro,Fat Loss,Kettlebell,15,Fat Loss,Intense Battle Ropes;Assault Bike Sprints;Weighted Burpees;Sprint Burpees;Power Snatches
Beginner Stamina Plan #714,Beginner,Stamina,Kettlebell,25,Stamina,Jump Rope;Stair Climber;Shuttle Runs;Circuit Training;Interval Running
Intermediate Stamina Plan #715,Intermediate,Stamina,Gym,15,Stamina,Jumping Jacks;Circuit Training;HIIT Circuit;Swimming Intervals;Shuttle Runs
